g,h,Value
C34,C30,6438
C34,C31,2087
C34,C32,4309
C34,C33,5049
C34,C34,0
C34,C35,2600
C34,C36,6239
C34,C37,14500
C34,C38,10753
C34,C39,12087
C34,C4,9925
C34,C40,10205
C34,C41,6358
C34,C42,5655
C34,C43,7041
C34,C44,1326
C34,C45,6621
C34,C46,12493
C34,C47,12309
C34,C48,12091
C34,C49,7763
C34,C5,7199
C34,C50,11535
C34,C51,7215
C34,C52,6606
C34,C53,8706
C34,C54,14084
C34,C6,9026
C34,C7,12055
C34,C8,10484
C34,C9,2089
C35,block1,39
C35,block10,1682
C35,block100,13568
C35,block101,13959
C35,block102,13564
C35,block103,17241
C35,block104,14279
C35,block105,15835
C35,block106,14914
C35,block107,16154
C35,block108,16392
C35,block109,17316
C35,block11,2026
C35,block110,8359
C35,block111,8489
C35,block112,8952
C35,block113,9121
C35,block114,9904
C35,block115,9781
C35,block116,9547
C35,block117,9024
C35,block118,8850
C35,block119,9362
C35,block12,2653
C35,block120,9723
C35,block121,13633
C35,block122,10827
C35,block123,15166
C35,block124,15177
C35,block125,16069
C35,block126,1988
C35,block127,4099
C35,block128,8499
C35,block129,15969
C35,block13,3076
C35,block130,11546
C35,block131,16027
C35,block132,16224
C35,block133,17147
C35,block134,7570
C35,block135,4979
C35,block14,1784
C35,block15,2083
C35,block16,2212
C35,block17,2712
C35,block18,3498
C35,block19,3440
C35,block2,1088
C35,block20,3854
C35,block21,2642
C35,block22,2845
C35,block23,3462
C35,block24,3242
C35,block25,3056
C35,block26,4466
C35,block27,4295
C35,block28,3780
C35,block29,4149
C35,block3,1773
C35,block30,3921
C35,block31,4630
C35,block32,5559
C35,block33,4287
C35,block34,4870
C35,block35,5220
C35,block36,5594
C35,block37,5439
C35,block38,5257
C35,block39,5832
C35,block4,2490
C35,block40,6347
C35,block41,6005
C35,block42,4669
C35,block43,5228
C35,block44,5615
C35,block45,5826
C35,block46,5681
C35,block47,6192
C35,block48,6709
C35,block49,6251
C35,block5,3300
C35,block50,6852
C35,block51,6839
C35,block52,6647
C35,block53,7758
C35,block54,7604
C35,block55,7254
C35,block56,7274
C35,block57,7997
C35,block58,7570
C35,block59,7868
C35,block6,2217
C35,block60,4104
C35,block61,4423
C35,block62,6182
C35,block63,6378
C35,block64,8799
C35,block65,8485
C35,block66,9472
C35,block67,4807
C35,block68,5517
C35,block69,8039
C35,block7,2983
C35,block70,7822
C35,block71,8376
C35,block72,8861
C35,block73,9627
C35,block74,9416
C35,block75,8522
C35,block76,9183
C35,block77,8440
C35,block78,9141
C35,block79,9496
C35,block8,827
C35,block80,10763
C35,block81,9966
C35,block82,11719
C35,block83,9542
C35,block84,9921
C35,block85,9100
C35,block86,9892
C35,block87,10513
C35,block88,10783
C35,block89,12386
C35,block9,1354
C35,block90,7919
C35,block91,9223
C35,block92,11671
C35,block93,12228
C35,block94,12119
C35,block95,10779
C35,block96,13343
C35,block97,13352
C35,block98,12703
C35,block99,12934
C35,C1,4242
C35,C10,17306
C35,C11,9284
C35,C12,131
C35,C13,7579
C35,C14,6726
C35,C15,7700
C35,C16,8033
C35,C17,9449
C35,C18,16860
C35,C19,5116
C35,C2,8679
C35,C20,1715
C35,C21,4667
C35,C22,2406
C35,C23,17128
C35,C24,11562
C35,C25,9651
C35,C26,12610
C35,C27,5978
C35,C28,10304
C35,C29,2616
C35,C3,2429
C35,C30,8235
C35,C31,3836
C35,C32,5795
C35,C33,4804
C35,C34,2600
C35,C35,0
C35,C36,6329
C35,C37,15986
C35,C38,12240
C35,C39,13884
C35,C4,11411
C35,C40,11691
C35,C41,4361
C35,C42,7405
C35,C43,5044
C35,C44,3123
C35,C45,8418
C35,C46,10724
C35,C47,13795
C35,C48,13578
C35,C49,9560
C35,C5,6979
C35,C50,13021
C35,C51,7719
C35,C52,11116
C35,C53,9210
C35,C54,15881
C35,C6,7028
C35,C7,9315
C35,C8,11971
C35,C9,1355
C36,block1,6510
C36,block10,5463
C36,block100,6827
C36,block101,7218
C36,block102,5767
C36,block103,8213
C36,block104,8064
C36,block105,9928
C36,block106,9007
C36,block107,7126
C36,block108,7365
C36,block109,8289
C36,block11,5782
C36,block110,3749
C36,block111,3666
C36,block112,4342
C36,block113,4365
C36,block114,4998
C36,block115,4591
C36,block116,3279
C36,block117,3402
C36,block118,2753
C36,block119,4300
C36,block12,6731
C36,block120,4183
C36,block121,5531
C36,block122,5356
C36,block123,6006
C36,block124,6474
C36,block125,6812
C36,block126,4561
C36,block127,2783
C36,block128,3889
C36,block129,6477
C36,block13,6493
C36,block130,6075
C36,block131,6536
C36,block132,6732
C36,block133,6467
C36,block134,3085
C36,block135,7467
C36,block14,4779
C36,block15,4726
C36,block16,5239
C36,block17,4748
C36,block18,5038
C36,block19,5534
C36,block2,6629
C36,block20,5909
C36,block21,5376
C36,block22,4345
C36,block23,3723
C36,block24,3435
C36,block25,4126
C36,block26,4459
C36,block27,4996
C36,block28,2960
C36,block29,2826
C36,block3,6393
C36,block30,2847
C36,block31,2310
C36,block32,1924
C36,block33,3543
C36,block34,3151
C36,block35,2681
C36,block36,2275
C36,block37,4387
C36,block38,3870
C36,block39,3571
C36,block4,6568
C36,block40,2761
C36,block41,1303
C36,block42,2007
C36,block43,1387
C36,block44,865
C36,block45,1963
C36,block46,811
C36,block47,333
C36,block48,364
C36,block49,1710
C36,block5,7526
C36,block50,1592
C36,block51,2207
C36,block52,907
C36,block53,1813
C36,block54,1659
C36,block55,920
C36,block56,940
C36,block57,1484
C36,block58,2960
C36,block59,3068
C36,block6,6295
C36,block60,8249
C36,block61,9123
C36,block62,9947
C36,block63,9744
C36,block64,10219
C36,block65,9542
C36,block66,9913
C36,block67,6597
C36,block68,5189
C36,block69,6453
C36,block7,7209
C36,block70,5931
C36,block71,6325
C36,block72,6070
C36,block73,5236
C36,block74,6614
C36,block75,6960
C36,block76,6631
C36,block77,8703
C36,block78,8334
C36,block79,8935
C36,block8,6365
C36,block80,4416
C36,block81,5467
C36,block82,5373
C36,block83,5954
C36,block84,6131
C36,block85,8218
C36,block86,9472
C36,block87,8064
C36,block88,7910
C36,block89,3719
C36,block9,5827
C36,block90,2663
C36,block91,3753
C36,block92,5308
C36,block93,5487
C36,block94,5773
C36,block95,6179
C36,block96,6310
C36,block97,9860
C36,block98,8562
C36,block99,5395
C36,C1,6954
C36,C10,5131
C36,C11,3347
C36,C12,6418
C36,C13,2969
C36,C14,3388
C36,C15,3144
C36,C16,1949
C36,C17,3352
C36,C18,7832
C36,C19,4064
C36,C2,3140
C36,C20,5793
C36,C21,2716
C36,C22,4000
C36,C23,6449
C36,C24,6465
C36,C25,8350
C36,C26,8530
C36,C27,561
C36,C28,5916
C36,C29,7229
C36,C3,5141
C36,C30,6507
C36,C31,5043
C36,C32,10327
C36,C33,2236
C36,C34,6825
C36,C35,6549
C36,C36,0
C36,C37,6916
C36,C38,5351
C36,C39,9288
C36,C4,3455
C36,C40,4862
C36,C41,2937
C36,C42,2661
C36,C43,2326
C36,C44,5835
C36,C45,9475
C36,C46,5184
C36,C47,5552
C36,C48,6837
C36,C49,10617
C36,C5,645
C36,C50,6049
C36,C51,1622
C36,C52,3321
C36,C53,3113
C36,C54,9974
C36,C6,2418
C36,C7,3218
C36,C8,5148
C36,C9,7155
C37,block1,16242
C37,block10,14630
C37,block100,6546
C37,block101,7000
C37,block102,4545
C37,block103,3424
C37,block104,3274
C37,block105,5139
C37,block106,4217
C37,block107,1678
C37,block108,2575
C37,block109,3012
C37,block11,14213
C37,block110,7562
C37,block111,6409
C37,block112,6761
C37,block113,6904
C37,block114,6633
C37,block115,5882
C37,block116,4990
C37,block117,5466
C37,block118,4178
C37,block119,5591
C37,block12,13674
C37,block120,3960
C37,block121,2580
C37,block122,2156
C37,block123,923
C37,block124,462
C37,block125,83
C37,block126,14368
C37,block127,8609
C37,block128,7222
C37,block129,1583
C37,block13,13256
C37,block130,1910
C37,block131,956
C37,block132,1839
C37,block133,2578
C37,block134,8371
C37,block135,12061
C37,block14,15769
C37,block15,15485
C37,block16,14741
C37,block17,14243
C37,block18,12437
C37,block19,12057
C37,block2,15572
C37,block20,11643
C37,block21,13793
C37,block22,13180
C37,block23,11669
C37,block24,12618
C37,block25,12076
C37,block26,10716
C37,block27,11750
C37,block28,12146
C37,block29,11703
C37,block3,15259
C37,block30,11206
C37,block31,8199
C37,block32,10545
C37,block33,10808
C37,block34,10218
C37,block35,9863
C37,block36,9981
C37,block37,9596
C37,block38,9966
C37,block39,9211
C37,block4,14470
C37,block40,9498
C37,block41,6665
C37,block42,8295
C37,block43,7623
C37,block44,7098
C37,block45,8225
C37,block46,7564
C37,block47,7118
C37,block48,6324
C37,block49,6131
C37,block5,13678
C37,block50,6003
C37,block51,8036
C37,block52,5994
C37,block53,5440
C37,block54,5460
C37,block55,6993
C37,block56,6108
C37,block57,5975
C37,block58,6774
C37,block59,6405
C37,block6,14752
C37,block60,12821
C37,block61,11164
C37,block62,11988
C37,block63,11785
C37,block64,12260
C37,block65,11583
C37,block66,11954
C37,block67,10899
C37,block68,9695
C37,block69,8701
C37,block7,13997
C37,block70,8070
C37,block71,8463
C37,block72,7983
C37,block73,7375
C37,block74,8492
C37,block75,9254
C37,block76,8770
C37,block77,11538
C37,block78,12240
C37,block79,12594
C37,block8,15532
C37,block80,6472
C37,block81,7714
C37,block82,7429
C37,block83,8432
C37,block84,8187
C37,block85,10069
C37,block86,10929
C37,block87,9914
C37,block88,9996
C37,block89,3496
C37,block9,14994
C37,block90,4791
C37,block91,3449
C37,block92,5371
C37,block93,5269
C37,block94,7829
C37,block95,7510
C37,block96,6384
C37,block97,6952
C37,block98,7368
C37,block99,4368
C37,C1,12323
C37,C10,2990
C37,C11,5410
C37,C12,16229
C37,C13,6765
C37,C14,8547
C37,C15,7489
C37,C16,5512
C37,C17,4642
C37,C18,2976
C37,C19,9981
C37,C2,4094
C37,C20,15230
C37,C21,10661
C37,C22,13557
C37,C23,2291
C37,C24,6600
C37,C25,10194
C37,C26,8672
C37,C27,6848
C37,C28,7972
C37,C29,13974
C37,C3,13875
C37,C30,8801
C37,C31,12034
C37,C32,12368
C37,C33,11066
C37,C34,14237
C37,C35,16203
C37,C36,6586
C37,C37,0
C37,C38,5281
C37,C39,3710
C37,C4,4381
C37,C40,5633
C37,C41,8871
C37,C42,7362
C37,C43,8561
C37,C44,13182
C37,C45,11516
C37,C46,2413
C37,C47,2417
C37,C48,6619
C37,C49,12658
C37,C5,6450
C37,C50,6062
C37,C51,6160
C37,C52,5784
C37,C53,5022
C37,C54,5184
C37,C6,7463
C37,C7,4457
C37,C8,5484
C37,C9,15089
C38,block1,11149
C38,block10,9537
C38,block100,2545
C38,block101,2936
C38,block102,2541
C38,block103,5812
C38,block104,5402
C38,block105,6958
C38,block106,6037
C38,block107,4762
C38,block108,5784
C38,block109,6708
C38,block11,9120
C38,block110,5559
C38,block111,4886
C38,block112,5763
C38,block113,5116
C38,block114,5091
C38,block115,4685
C38,block116,3793
C38,block117,3943
C38,block118,2655
C38,block119,4394
C38,block12,8580
C38,block120,2386
C38,block121,3025
C38,block122,3704
C38,block123,4558
C38,block124,4569
C38,block125,5461
C38,block126,9274
C38,block127,6205
C38,block128,5699
C38,block129,5361
C38,block13,8162
C38,block130,5688
C38,block131,5419
C38,block132,5616
C38,block133,6355
C38,block134,3262
C38,block135,6967
C38,block14,10675
C38,block15,10391
C38,block16,9648
C38,block17,9149
C38,block18,7343
C38,block19,6963
C38,block2,10478
C38,block20,6550
C38,block21,8699
C38,block22,8087
C38,block23,6281
C38,block24,7227
C38,block25,6685
C38,block26,5621
C38,block27,5811
C38,block28,6445
C38,block29,6312
C38,block3,10165
C38,block30,5815
C38,block31,5795
C38,block32,5154
C38,block33,5417
C38,block34,4827
C38,block35,4472
C38,block36,4102
C38,block37,4502
C38,block38,4872
C38,block39,4257
C38,block4,9376
C38,block40,3859
C38,block41,4557
C38,block42,6032
C38,block43,5584
C38,block44,5062
C38,block45,6173
C38,block46,5496
C38,block47,5595
C38,block48,4524
C38,block49,3942
C38,block5,8584
C38,block50,3433
C38,block51,2927
C38,block52,3955
C38,block53,3258
C38,block54,3661
C38,block55,5470
C38,block56,4585
C38,block57,4453
C38,block58,5251
C38,block59,4882
C38,block6,9658
C38,block60,7727
C38,block61,6070
C38,block62,6894
C38,block63,6692
C38,block64,7167
C38,block65,6490
C38,block66,6678
C38,block67,5805
C38,block68,4741
C38,block69,3510
C38,block7,8903
C38,block70,2879
C38,block71,3272
C38,block72,2778
C38,block73,2184
C38,block74,3344
C38,block75,4062
C38,block76,3578
C38,block77,5445
C38,block78,5580
C38,block79,6181
C38,block8,10438
C38,block80,1363
C38,block81,2163
C38,block82,2320
C38,block83,2683
C38,block84,3078
C38,block85,4961
C38,block86,5654
C38,block87,4806
C38,block88,4653
C38,block89,1778
C38,block9,9900
C38,block90,2752
C38,block91,2101
C38,block92,364
C38,block93,1205
C38,block94,1552
C38,block95,2051
C38,block96,1392
C38,block97,4475
C38,block98,4281
C38,block99,1911
C38,C1,7229
C38,C10,4179
C38,C11,3887
C38,C12,11135
C38,C13,5242
C38,C14,3593
C38,C15,2381
C38,C16,3714
C38,C17,3445
C38,C18,6252
C38,C19,4887
C38,C2,1647
C38,C20,10136
C38,C21,5270
C38,C22,8463
C38,C23,6068
C38,C24,1608
C38,C25,5086
C38,C26,3832
C38,C27,4809
C38,C28,2864
C38,C29,8880
C38,C3,8781
C38,C30,3609
C38,C31,6940
C38,C32,7274
C38,C33,5674
C38,C34,9143
C38,C35,11110
C38,C36,4838
C38,C37,5378
C38,C38,0
C38,C39,5007
C38,C4,1409
C38,C40,483
C38,C41,6467
C38,C42,2253
C38,C43,6522
C38,C44,8088
C38,C45,6423
C38,C46,3371
C38,C47,3187
C38,C48,2555
C38,C49,7565
C38,C5,4927
C38,C50,1070
C38,C51,4637
C38,C52,1253
C38,C53,3207
C38,C54,7003
C38,C6,5940
C38,C7,2934
C38,C8,203
C38,C9,9995
C39,block1,13886
C39,block10,12195
C39,block100,2459
C39,block101,2067
C39,block102,2711
C39,block103,1032
C39,block104,622
C39,block105,2366
C39,block106,1444
C39,block107,3355
C39,block108,1800
C39,block109,1783
C39,block11,11779
C39,block110,14168
C39,block111,10078
C39,block112,12328
C39,block113,10134
C39,block114,9701
C39,block115,9294
C39,block116,8402
C39,block117,9135
C39,block118,8641
C39,block119,9003
C39,block12,11239
C39,block120,6169
C39,block121,3212
C39,block122,4203
C39,block123,3468
C39,block124,3478
C39,block125,3817
C39,block126,12788
C39,block127,11167
C39,block128,10890
C39,block129,4271
C39,block13,10821
C39,block130,4597
C39,block131,4329
C39,block132,4526
C39,block133,5265
C39,block134,8225
C39,block135,9626
C39,block14,13334
C39,block15,13050
C39,block16,12306
C39,block17,11808
C39,block18,11525
C39,block19,10477
C39,block2,16191
C39,block20,10064
C39,block21,12213
C39,block22,11601
C39,block23,11813
C39,block24,12765
C39,block25,12627
C39,block26,11335
C39,block27,10170
C39,block28,12765
C39,block29,12322
C39,block3,15878
C39,block30,11825
C39,block31,10757
C39,block32,11164
C39,block33,11427
C39,block34,10838
C39,block35,10482
C39,block36,9064
C39,block37,10215
C39,block38,10585
C39,block39,9830
C39,block4,15089
C39,block40,8821
C39,block41,9181
C39,block42,10881
C39,block43,10208
C39,block44,9686
C39,block45,10797
C39,block46,10121
C39,block47,11389
C39,block48,9148
C39,block49,8717
C39,block5,11902
C39,block50,8396
C39,block51,7889
C39,block52,8580
C39,block53,7883
C39,block54,10073
C39,block55,11265
C39,block56,10380
C39,block57,10247
C39,block58,10443
C39,block59,10073
C39,block6,12241
C39,block60,13440
C39,block61,11783
C39,block62,10115
C39,block63,9913
C39,block64,8837
C39,block65,7806
C39,block66,7734
C39,block67,9319
C39,block68,10314
C39,block69,6987
C39,block7,11578
C39,block70,6867
C39,block71,6485
C39,block72,5992
C39,block73,6564
C39,block74,5205
C39,block75,6116
C39,block76,5467
C39,block77,6501
C39,block78,6636
C39,block79,7237
C39,block8,13097
C39,block80,5934
C39,block81,5779
C39,block82,5184
C39,block83,4894
C39,block84,4562
C39,block85,6017
C39,block86,6710
C39,block87,5863
C39,block88,5709
C39,block89,5770
C39,block9,12559
C39,block90,7376
C39,block91,6337
C39,block92,5337
C39,block93,4145
C39,block94,4227
C39,block95,3726
C39,block96,4139
C39,block97,2865
C39,block98,3329
C39,block99,3885
C39,C1,9888
C39,C10,5677
C39,C11,8969
C39,C12,13794
C39,C13,10434
C39,C14,9166
C39,C15,7343
C39,C16,8338
C39,C17,8055
C39,C18,1326
C39,C19,10600
C39,C2,6272
C39,C20,12525
C39,C21,11280
C39,C22,11977
C39,C23,4978
C39,C24,3708
C39,C25,6142
C39,C26,4888
C39,C27,9434
C39,C28,4756
C39,C29,14593
C39,C3,11440
C39,C30,7325
C39,C31,10454
C39,C32,10496
C39,C33,11685
C39,C34,11802
C39,C35,13925
C39,C36,9463
C39,C37,4492
C39,C38,4973
C39,C39,0
C39,C4,6235
C39,C40,5493
C39,C41,11429
C39,C42,7215
C39,C43,11146
C39,C44,10747
C39,C45,8230
C39,C46,3417
C39,C47,3050
C39,C48,2452
C39,C49,8028
C39,C5,10721
C39,C50,4697
C39,C51,10431
C39,C52,5645
C39,C53,8434
C39,C54,2411
C39,C6,11132
C39,C7,8539
C39,C8,5177
C39,C9,15708
C4,block1,8559
C4,block10,6841
C4,block100,2941
C4,block101,3332
C4,block102,2604
C4,block103,5183
C4,block104,5034
C4,block105,6898
C4,block106,5977
C4,block107,4096
C4,block108,4334
C4,block109,5259
C4,block11,6451
C4,block110,4592
C4,block111,3919
C4,block112,4796
C4,block113,4149
C4,block114,4124
C4,block115,3718
C4,block116,2825
C4,block117,2976
C4,block118,1882
C4,block119,3426
C4,block12,6403
C4,block120,1739
C4,block121,2359
C4,block122,2843
C4,block123,4539
C4,block124,4550
C4,block125,5442
C4,block126,6798
C4,block127,5020
C4,block128,4731
C4,block129,5342
C4,block13,5981
C4,block130,3562
C4,block131,4022
C4,block132,5597
C4,block133,6336
C4,block134,2202
C4,block135,7489
C4,block14,7016
C4,block15,7021
C4,block16,6617
C4,block17,5812
C4,block18,5394
C4,block19,5530
C4,block2,11000
C4,block20,5116
C4,block21,6750
C4,block22,5718
C4,block23,5097
C4,block24,6042
C4,block25,5500
C4,block26,4561
C4,block27,4751
C4,block28,5261
C4,block29,5127
C4,block3,10687
C4,block30,4630
C4,block31,4610
C4,block32,3969
C4,block33,4232
C4,block34,3643
C4,block35,3287
C4,block36,2917
C4,block37,3441
C4,block38,3811
C4,block39,3056
C4,block4,7268
C4,block40,2674
C4,block41,3220
C4,block42,4847
C4,block43,4239
C4,block44,3725
C4,block45,4836
C4,block46,4160
C4,block47,3914
C4,block48,3262
C4,block49,2757
C4,block5,7067
C4,block50,2248
C4,block51,1742
C4,block52,2619
C4,block53,1922
C4,block54,2325
C4,block55,3977
C4,block56,3171
C4,block57,3255
C4,block58,4284
C4,block59,3914
C4,block6,6914
C4,block60,8249
C4,block61,6592
C4,block62,7416
C4,block63,7214
C4,block64,7689
C4,block65,7012
C4,block66,7382
C4,block67,5275
C4,block68,4094
C4,block69,4018
C4,block7,6743
C4,block70,3387
C4,block71,3780
C4,block72,3412
C4,block73,2692
C4,block74,3921
C4,block75,4571
C4,block76,4198
C4,block77,6967
C4,block78,7668
C4,block79,8022
C4,block8,7770
C4,block80,1872
C4,block81,2672
C4,block82,2829
C4,block83,3410
C4,block84,3587
C4,block85,5674
C4,block86,6928
C4,block87,5519
C4,block88,5366
C4,block89,1112
C4,block9,7232
C4,block90,1309
C4,block91,1240
C4,block92,1044
C4,block93,1601
C4,block94,3228
C4,block95,3635
C4,block96,2716
C4,block97,4870
C4,block98,4676
C4,block99,2307
C4,C1,5578
C4,C10,2661
C4,C11,2920
C4,C12,8467
C4,C13,4275
C4,C14,2392
C4,C15,1320
C4,C16,2377
C4,C17,2478
C4,C18,4802
C4,C19,3826
C4,C2,479
C4,C20,7170
C4,C21,4085
C4,C22,6326
C4,C23,6050
C4,C24,2932
C4,C25,5806
C4,C26,5157
C4,C27,3473
C4,C28,3372
C4,C29,7129
C4,C3,6113
C4,C30,4118
C4,C31,4797
C4,C32,7797
C4,C33,4490
C4,C34,6966
C4,C35,8598
C4,C36,3502
C4,C37,5359
C4,C38,1547
C4,C39,5403
C4,C4,0
C4,C40,1064
C4,C41,5282
C4,C42,1193
C4,C43,5186
C4,C44,5911
C4,C45,6945
C4,C46,2705
C4,C47,2522
C4,C48,2951
C4,C49,8087
C4,C5,3310
C4,C50,2394
C4,C51,3440
C4,C52,391
C4,C53,2240
C4,C54,6944
C4,C6,4843
C4,C7,2161
C4,C8,1344
C4,C9,10517
C40,block1,10742
C40,block10,9130
C40,block100,3028
C40,block101,3419
C40,block102,3024
C40,block103,6913
C40,block104,6764
C40,block105,7440
C40,block106,6519
C40,block107,5826
C40,block108,6065
C40,block109,6989
C40,block11,8713
C40,block110,5839
C40,block111,5167
C40,block112,6044
C40,block113,5396
C40,block114,5372
C40,block115,4965
C40,block116,4073
C40,block117,4223
C40,block118,2935
C40,block119,4674
C40,block12,8174
C40,block120,2666
C40,block121,3305
C40,block122,3985
C40,block123,4839
C40,block124,4849
C40,block125,5741
C40,block126,8868
C40,block127,5640
C40,block128,5979
C40,block129,5641
C40,block13,7756
C40,block130,5968
C40,block131,5700
C40,block132,5896
C40,block133,6636
C40,block134,2822
C40,block135,6561
C40,block14,10269
C40,block15,9984
C40,block16,9241
C40,block17,8742
C40,block18,6936
C40,block19,6557
C40,block2,10072
C40,block20,6143
C40,block21,8292
C40,block22,7680
C40,block23,5716
C40,block24,6662
C40,block25,6120
C40,block26,5181
C40,block27,5370
C40,block28,5880
C40,block29,5747
C40,block3,9758
C40,block30,5250
C40,block31,5230
C40,block32,4589
C40,block33,4852
C40,block34,4262
C40,block35,3907
C40,block36,3537
C40,block37,4061
C40,block38,4431
C40,block39,3851
C40,block4,8969
C40,block40,3294
C40,block41,3862
C40,block42,5561
C40,block43,4889
C40,block44,4367
C40,block45,5478
C40,block46,4801
C40,block47,4645
C40,block48,3829
C40,block49,3397
C40,block5,8177
C40,block50,2868
C40,block51,2362
C40,block52,3260
C40,block53,2542
C40,block54,2965
C40,block55,4709
C40,block56,3903
C40,block57,3896
C40,block58,5531
C40,block59,5162
C40,block6,9252
C40,block60,7321
C40,block61,5664
C40,block62,6487
C40,block63,6285
C40,block64,6760
C40,block65,6083
C40,block66,6453
C40,block67,5398
C40,block68,4334
C40,block69,3103
C40,block7,8496
C40,block70,2472
C40,block71,2865
C40,block72,2371
C40,block73,1777
C40,block74,2894
C40,block75,3656
C40,block76,3172
C40,block77,5124
C40,block78,5259
C40,block79,5859
C40,block8,10032
C40,block80,957
C40,block81,1757
C40,block82,1794
C40,block83,2376
C40,block84,2552
C40,block85,4640
C40,block86,5894
C40,block87,4485
C40,block88,4331
C40,block89,2058
C40,block9,9494
C40,block90,2057
C40,block91,2381
C40,block92,440
C40,block93,1688
C40,block94,2194
C40,block95,2534
C40,block96,1875
C40,block97,4957
C40,block98,4763
C40,block99,2394
C40,C1,6823
C40,C10,3803
C40,C11,4168
C40,C12,10729
C40,C13,5523
C40,C14,3187
C40,C15,1940
C40,C16,3017
C40,C17,3726
C40,C18,6532
C40,C19,4446
C40,C2,1558
C40,C20,9729
C40,C21,4705
C40,C22,8057
C40,C23,6349
C40,C24,2091
C40,C25,4772
C40,C26,4315
C40,C27,4114
C40,C28,2338
C40,C29,8474
C40,C3,8375
C40,C30,3203
C40,C31,6533
C40,C32,6868
C40,C33,5109
C40,C34,8737
C40,C35,10703
C40,C36,4144
C40,C37,5658
C40,C38,483
C40,C39,5490
C40,C4,1083
C40,C40,0
C40,C41,5902
C40,C42,1846
C40,C43,5827
C40,C44,7681
C40,C45,6016
C40,C46,3652
C40,C47,3468
C40,C48,3038
C40,C49,7158
C40,C5,4042
C40,C50,1553
C40,C51,4058
C40,C52,770
C40,C53,3487
C40,C54,7486
C40,C6,5483
C40,C7,3214
C40,C8,280
C40,C9,9588
C41,block1,4322
C41,block10,5016
C41,block100,8221
C41,block101,8612
C41,block102,7803
C41,block103,10249
C41,block104,10100
C41,block105,11964
C41,block106,11043
C41,block107,9162
C41,block108,9400
C41,block109,10324
C41,block11,5334
C41,block110,4855
C41,block111,4985
C41,block112,5448
C41,block113,5617
C41,block114,6400
C41,block115,6277
C41,block116,6042
C41,block117,5520
C41,block118,5346
C41,block119,5858
C41,block12,6284
C41,block120,6219
C41,block121,7485
C41,block122,7323
C41,block123,8041
C41,block124,8533
C41,block125,8872
C41,block126,2373
C41,block127,262
C41,block128,4995
C41,block129,8443
C41,block13,6046
C41,block130,8041
C41,block131,8502
C41,block132,8699
C41,block133,9721
C41,block134,4491
C41,block135,7013
C41,block14,2591
C41,block15,3159
C41,block16,4477
C41,block17,4301
C41,block18,4591
C41,block19,5059
C41,block2,4932
C41,block20,5472
C41,block21,2818
C41,block22,3498
C41,block23,2885
C41,block24,1910
C41,block25,2481
C41,block26,3998
C41,block27,4534
C41,block28,1067
C41,block29,1436
C41,block3,6145
C41,block30,2368
C41,block31,1126
C41,block32,2055
C41,block33,3096
C41,block34,2713
C41,block35,2637
C41,block36,2974
C41,block37,3940
C41,block38,3409
C41,block39,3123
C41,block4,6120
C41,block40,3460
C41,block41,2501
C41,block42,1165
C41,block43,1724
C41,block44,2111
C41,block45,1511
C41,block46,2177
C41,block47,2688
C41,block48,3205
C41,block49,2747
C41,block5,7446
C41,block50,3348
C41,block51,3643
C41,block52,3143
C41,block53,4254
C41,block54,4100
C41,block55,3750
C41,block56,3770
C41,block57,4493
C41,block58,4066
C41,block59,4364
C41,block6,5848
C41,block60,7802
C41,block61,8062
C41,block62,9449
C41,block63,9246
C41,block64,9962
C41,block65,9285
C41,block66,9655
C41,block67,6136
C41,block68,4912
C41,block69,6603
C41,block7,6762
C41,block70,6434
C41,block71,6814
C41,block72,6395
C41,block73,5787
C41,block74,6904
C41,block75,7110
C41,block76,7182
C41,block77,9240
C41,block78,8484
C41,block79,10295
C41,block8,3868
C41,block80,5964
C41,block81,6126
C41,block82,6921
C41,block83,6844
C41,block84,7679
C41,block85,8443
C41,block86,9235
C41,block87,8326
C41,block88,8597
C41,block89,5754
C41,block9,4286
C41,block90,4415
C41,block91,5719
C41,block92,6856
C41,block93,6881
C41,block94,7320
C41,block95,7727
C41,block96,7858
C41,block97,11253
C41,block98,10171
C41,block99,7431
C41,C1,6507
C41,C10,7141
C41,C11,5780
C41,C12,4230
C41,C13,4075
C41,C14,3833
C41,C15,4302
C41,C16,4529
C41,C17,5944
C41,C18,9868
C41,C19,3617
C41,C2,5175
C41,C20,5345
C41,C21,2269
C41,C22,3059
C41,C23,9702
C41,C24,8013
C41,C25,8606
C41,C26,10078
C41,C27,2376
C41,C28,7464
C41,C29,6989
C41,C3,4695
C41,C30,6657
C41,C31,4589
C41,C32,10168
C41,C33,1300
C41,C34,6379
C41,C35,4361
C41,C36,2825
C41,C37,8951
C41,C38,6899
C41,C39,11330
C41,C4,5310
C41,C40,6410
C41,C41,0
C41,C42,4209
C41,C43,921
C41,C44,5388
C41,C45,9218
C41,C46,7220
C41,C47,7587
C41,C48,8231
C41,C49,10360
C41,C5,3475
C41,C50,7597
C41,C51,4215
C41,C52,5159
C41,C53,5706
C41,C54,12009
C41,C6,3524
C41,C7,5810
C41,C8,6696
C41,C9,5728
C42,block1,7491
C42,block10,5773
C42,block100,4578
C42,block101,4969
C42,block102,4574
C42,block103,8251
C42,block104,7516
C42,block105,9072
C42,block106,8151
C42,block107,5463
C42,block108,7402
C42,block109,8327
C42,block11,5383
C42,block110,4745
C42,block111,4072
C42,block112,5338
